submission_id,age,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,work_from_home
rl0zbN,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation,I do a mix of both
jB01jR,35-44 years old,,,,,,,,,I primarily work from home
8dJ7Bx,35-44 years old,Male,,Doctorate or professional degree,Other (please specify),Mixed,Employed full-time,2,Democrat,I do a mix of both
bl2bP2,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
zK0PpE,35-44 years old,,,,,,,,,
YZoL0N,25-34 years old,,,,,,,,,
xd0erk,18-24 years old,,,,,,,,,
WAev9L,35-44 years old,Prefer not to say,,,,,,,,I primarily work from home
OAjWlM,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
yl0W28,25-34 years old,,,,,,,,,
421gB5,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Independent,I primarily work in person
XeRKeY,25-34 years old,,,,,,,,,
6d1XeN,25-34 years old,,,,,,,,,
NA4epN,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
jB0OZ1,>65 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work in person
RzZ70j,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
dYZ5bD,35-44 years old,Female,,Bachelor's degree,Other (please specify),Mix,Employed full-time,,Democrat,I do a mix of both
LdERNp,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
aBj8rq,18-24 years old,,,,,,,,,
vN0QGX,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
PA2VKd,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
421g1O,25-34 years old,,,,,,,,,
VZ9k9a,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Independent,I primarily work from home
6d1XRP,25-34 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
ZdGpev,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
g5QRJ1,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
0EbpD0,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
421ga5,25-34 years old,Male,,Some college or associate's degree,Other (please specify),White/Hispanic,Employed full-time,,Independent,I primarily work in person
0EbpkQ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
EPB4JX,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
KMPqxg,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
VZ92pM,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work from home
QAx6zA,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
ZdGpJo,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
24bMRg,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
EPB4Pr,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
yl0Wkd,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
dYZ5VV,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
7dJ852,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
VZ9ky6,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work in person
zK0a8M,18-24 years old,,,,,,,,,
0EbpWj,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
yl0W8X,18-24 years old,Male,,,White/Caucasian,,Student,,Democrat,I primarily work in person
PA2aJe,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
5dly0Z,35-44 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
VZ9kRv,18-24 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
ZdGpqy,55-64 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work from home
rl0zKv,25-34 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
24bM69,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,3,No affiliation,I primarily work from home
24bMXM,55-64 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Independent,I primarily work in person
ZdGpAe,55-64 years old,,,,,,,,,
24bMBM,55-64 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
24bMKD,25-34 years old,Male,,Less than high school,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
eBNdrx,35-44 years old,Non-binary,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work from home
5dlyld,35-44 years old,Male,,Master's degree,White/Caucasian,,Homemaker,,No affiliation,
6d1XAe,18-24 years old,,,,,,,,,
rl0XqM,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,1,,I primarily work from home
Al6V2y,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,3,,I do a mix of both
0EbpQP,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,No affiliation,I do a mix of both
ZdG06a,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
EPB2aL,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
bl2BVe,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
XeRVlO,35-44 years old,Male,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,1,Independent,I primarily work in person
OAjpDK,25-34 years old,,,,,,,,,I primarily work in person
KMP7lD,35-44 years old,,,,,,,,,
RzZXGp,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
dYZLxV,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
NA4KXN,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
5dl6vZ,18-24 years old,,,,,,,,,
kY0DK1,18-24 years old,,,,,,,,,
LdEAbJ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work in person
jB0dQ1,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
24bqre,55-64 years old,Male,,,,,,,,I primarily work from home
LdEAEv,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
jB0d5a,35-44 years old,,,,,,,,,I primarily work from home
EPBjLB,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
xd0kZv,35-44 years old,Non-binary,,High school graduate,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
421WvY,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
J2VaJR,55-64 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,3,,I do a mix of both
xd0kly,25-34 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
aBjb9E,18-24 years old,Male,,Bachelor's degree,Other (please specify),South Asia/Pakistan,Employed full-time,,Independent,I primarily work in person
24bqRp,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
RzZXbd,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
dYZLJV,25-34 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work in person
ZdG4ya,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work in person
RzZX9K,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
24bqlL,55-64 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,More than 3,Democrat,I primarily work in person
BGLOW1,25-34 years old,Prefer not to say,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
421W6r,25-34 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
OA81Q7,25-34 years old,,,,,,,,,
kY0D2o,25-34 years old,Male,,Doctorate or professional degree,Hispanic/Latino,,Employed part-time,,Democrat,I primarily work in person
qbYx9g,25-34 years old,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
WAl9Oj,25-34 years old,,,,,,,,,I primarily work from home
XeOlxj,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
pL0jMZ,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
Rz8KDl,25-34 years old,,,,,,,,,I primarily work from home
AlWPBB,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,,I primarily work in person
blNVVL,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
xd9xaJ,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
5dEKdb,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
MA8KaY,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
WAeGGN,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
9d2GlK,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican,I do a mix of both
24O8PA,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
zKWXbR,45-54 years old,,,,,,,,,
jBGDW1,55-64 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
VZoE4y,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
XeRVRg,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I do a mix of both
yleZ08,35-44 years old,Female,,Some college or associate's degree,White/Caucasian,,Homemaker,1,Democrat,I primarily work from home
VZoEby,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
g5WjNP,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
Rz8KZK,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work in person
Ld51Vj,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
QA82OG,35-44 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
vNqjz0,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
vNqj6d,25-34 years old,,,,,,,,,
J28KbJ,25-34 years old,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I primarily work from home
kYOaKo,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
blNVJE,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
1rGP7O,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Unemployed,,Independent,I primarily work in person
OA81vM,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
OA81RM,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
YZVD76,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,No affiliation,I primarily work in person
OA81MA,35-44 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,No affiliation,I primarily work from home
PA8jVx,35-44 years old,Female,,Master's degree,Hispanic/Latino,,Employed part-time,,Democrat,I primarily work in person
zKWXB8,25-34 years old,,,,,,,,,I primarily work in person
MA8K0E,18-24 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
qbjZNG,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
42PXe5,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Republican,I primarily work from home
8djo9k,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
xd9x9d,18-24 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,,I primarily work from home
zKWXVZ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
6dr82B,25-34 years old,,,,,,,,,I primarily work from home
OA8Dag,25-34 years old,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
5dEBbE,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Republican,I do a mix of both
QA8KBk,18-24 years old,,,,,,,,,
oAlbEx,18-24 years old,,,,,,,,,
42PXVo,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
eB9qre,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
eB9qxo,35-44 years old,,,,,,,,,
dYQWYA,25-34 years old,,,Master's degree,White/Caucasian,,Employed part-time,,Independent,I primarily work from home
g5WD9l,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
Ld51Zj,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Student,,No affiliation,I primarily work in person
NA8pBb,25-34 years old,,,,,,,,,
42P41o,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
