submission_id,monthly_coffee_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,monthly_spend_band_order,estimated_monthly_spend
jBGZBQ,<$20,$4-$6,$8-$10,Yes,Less than $20,Yes,1,10.0
GrY6JZ,$80-$100,$10-$15,More than $20,No,"More than $1,000",Yes,5,90.0
yleXOB,$40-$60,$10-$15,$15-$20,Yes,$500-$1000,No,3,50.0
OA8akK,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
jBGZvR,$40-$60,$8-$10,$4-$6,No,$500-$1000,Yes,3,50.0
GrY6Xp,$40-$60,More than $20,More than $20,No,$500-$1000,Yes,3,50.0
zKWjd1,<$20,$10-$15,$15-$20,Yes,$100-$300,Yes,1,10.0
Ld59k1,$60-$80,$6-$8,$10-$15,Yes,$300-$500,Yes,4,70.0
MA81dX,$80-$100,$10-$15,More than $20,Yes,"More than $1,000",Yes,5,90.0
J28qao,,,,,,,,
5dEbNZ,$40-$60,$10-$15,More than $20,No,"More than $1,000",Yes,3,50.0
VZoGry,,,,,,,,
6drDqP,<$20,$10-$15,$15-$20,Yes,$300-$500,Yes,1,10.0
1rGXe1,$80-$100,$10-$15,More than $20,No,$500-$1000,Yes,5,90.0
PA8pVV,<$20,$8-$10,$8-$10,No,$500-$1000,Yes,1,10.0
AlWKzk,,,,,,,,
lNVBok,$60-$80,$6-$8,$6-$8,No,$300-$500,Yes,4,70.0
PA8pVe,<$20,$4-$6,$8-$10,No,Less than $20,Yes,1,10.0
zKWNxa,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",Yes,3,50.0
0Eo7O0,$40-$60,$8-$10,More than $20,No,$500-$1000,Yes,3,50.0
9d2XD4,,,,,,,,
VZojZl,$40-$60,$8-$10,$10-$15,No,Less than $20,Yes,3,50.0
NA8DVN,$20-$40,$6-$8,$10-$15,No,$500-$1000,No,2,30.0
7d4bx9,$20-$40,$8-$10,$10-$15,Yes,$300-$500,Yes,2,30.0
qbjab8,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
jBGby9,$20-$40,More than $20,More than $20,No,$100-$300,Yes,2,30.0
zKWNKE,$20-$40,$10-$15,$4-$6,No,$300-$500,No,2,30.0
Ld5zz1,$60-$80,$10-$15,More than $20,Yes,"More than $1,000",Yes,4,70.0
XeOrQg,,,,,,,,
dYQN8K,$80-$100,$6-$8,$4-$6,No,$300-$500,Yes,5,90.0
rl2Bgl,$20-$40,$6-$8,$6-$8,Yes,$500-$1000,Yes,2,30.0
5dE4eE,$40-$60,$6-$8,$6-$8,Yes,$50-$100,Yes,3,50.0
QA8Mk7,$40-$60,$4-$6,$6-$8,Yes,$500-$1000,Yes,3,50.0
g5WD6d,$20-$40,$4-$6,$2-$4,No,$300-$500,Yes,2,30.0
jBGaVR,$80-$100,$6-$8,$6-$8,No,$300-$500,Yes,5,90.0
Rz8dZK,<$20,$6-$8,$8-$10,Yes,Less than $20,Yes,1,10.0
42PBdO,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
GrYxZ2,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
GrYKgp,$20-$40,$6-$8,,Yes,"More than $1,000",No,2,30.0
NA8Ddl,$40-$60,$4-$6,$6-$8,No,$50-$100,Yes,3,50.0
DV0Kbq,>$100,$15-$20,More than $20,Yes,"More than $1,000",Yes,6,110.0
oAlDkx,$40-$60,$8-$10,$15-$20,Yes,"More than $1,000",Yes,3,50.0
kYOb9r,$80-$100,$8-$10,$6-$8,Yes,$100-$300,Yes,5,90.0
OA8lg7,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
VZoGJ6,$60-$80,$8-$10,$10-$15,Yes,Less than $20,Yes,4,70.0
VZojqJ,$40-$60,$8-$10,$10-$15,No,$100-$300,Yes,3,50.0
42PQRd,<$20,$4-$6,$2-$4,No,$50-$100,Yes,1,10.0
qbja4Y,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
Rz8KWd,$40-$60,$6-$8,$8-$10,No,$500-$1000,Yes,3,50.0
VZoL46,$60-$80,$4-$6,$4-$6,Yes,$100-$300,Yes,4,70.0
WAl9ee,$20-$40,$6-$8,More than $20,No,"More than $1,000",Yes,2,30.0
PA8Dq0,<$20,$10-$15,$10-$15,No,$20-$50,No,1,10.0
YZVR8v,,,,,,,,
5dE4Ab,$20-$40,$6-$8,$6-$8,No,$500-$1000,Yes,2,30.0
oAlD8M,<$20,$6-$8,$2-$4,No,Less than $20,Yes,1,10.0
1rGk8b,$60-$80,,,,$300-$500,Yes,4,70.0
rl2BZL,$20-$40,$15-$20,More than $20,No,$500-$1000,Yes,2,30.0
vNqer0,,,,,,,,
PA815b,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
WAlEEN,$40-$60,$2-$4,$4-$6,Yes,$100-$300,No,3,50.0
kYOe7j,,,,,,,,
pL4y0y,,,,,,,,
NA8lDl,$20-$40,$10-$15,More than $20,No,"More than $1,000",Yes,2,30.0
qbjDWk,$20-$40,$8-$10,More than $20,No,$500-$1000,Yes,2,30.0
XeOJMV,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
1rGdKM,$40-$60,$8-$10,$8-$10,Yes,Less than $20,Yes,3,50.0
WAlrbP,$40-$60,$10-$15,More than $20,Yes,$500-$1000,Yes,3,50.0
7d4L12,$20-$40,$8-$10,$10-$15,No,$500-$1000,Yes,2,30.0
J28p8z,$20-$40,$8-$10,$8-$10,No,$50-$100,Yes,2,30.0
pL4y4y,$20-$40,$15-$20,$10-$15,Yes,$100-$300,Yes,2,30.0
oAle1P,,,,,,,,
DV0kER,$40-$60,$8-$10,$10-$15,No,$100-$300,Yes,3,50.0
AlW2vk,$80-$100,$6-$8,$6-$8,Yes,$100-$300,Yes,5,90.0
MA8N0g,,,,,,,,
EP8dVX,$20-$40,$4-$6,$6-$8,No,$100-$300,Yes,2,30.0
oAleL1,$60-$80,$10-$15,$15-$20,No,"More than $1,000",Yes,4,70.0
9d2ZNX,,,,,,,,
NA8l2Q,$40-$60,$15-$20,$15-$20,No,$500-$1000,Yes,3,50.0
8djaYO,$40-$60,$15-$20,,Yes,"More than $1,000",Yes,3,50.0
6drjXo,$20-$40,$8-$10,$8-$10,Yes,$50-$100,Yes,2,30.0
PA81MP,$80-$100,$6-$8,$10-$15,No,$500-$1000,Yes,5,90.0
EP8d7o,$60-$80,$15-$20,$8-$10,No,"More than $1,000",Yes,4,70.0
1rGdqL,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",Yes,3,50.0
xd9Dxk,$20-$40,$6-$8,$6-$8,Yes,Less than $20,Yes,2,30.0
BG8pae,$60-$80,$10-$15,$10-$15,No,$500-$1000,Yes,4,70.0
pL4y8E,$80-$100,$10-$15,$10-$15,No,$500-$1000,Yes,5,90.0
24OABe,>$100,$8-$10,$6-$8,Yes,$300-$500,Yes,6,110.0
rl2Bzo,,,,,,,,
ZdPO2B,$20-$40,$8-$10,$8-$10,Yes,$300-$500,Yes,2,30.0
kYOGdZ,$40-$60,$15-$20,$8-$10,Yes,$300-$500,Yes,3,50.0
zKWy91,,,,,,,,
eB9rLO,$20-$40,$8-$10,$10-$15,Yes,$500-$1000,Yes,2,30.0
9d2Z6G,,,,,,,,
pL4or1,$40-$60,$6-$8,$6-$8,Yes,$300-$500,Yes,3,50.0
dYQ0DA,<$20,$8-$10,$6-$8,Yes,Less than $20,Yes,1,10.0
1rG4xb,,,,,,,,
5dE9EP,$20-$40,$10-$15,Less than $2,Yes,$500-$1000,Yes,2,30.0
9d2ZjQ,,,,,,,,
24OALV,,,,,,,,
pL4o2J,,,,,,,,
8djLyl,$40-$60,$10-$15,$10-$15,Yes,$100-$300,Yes,3,50.0
0Eo859,$60-$80,$10-$15,More than $20,No,$100-$300,Yes,4,70.0
9d2Zp1,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
oAlRqe,$20-$40,$8-$10,$8-$10,No,$500-$1000,Yes,2,30.0
6drK0J,$60-$80,$8-$10,$10-$15,Yes,$20-$50,No,4,70.0
lNVO4V,$20-$40,$6-$8,$10-$15,No,$300-$500,Yes,2,30.0
AlWp9o,$20-$40,$8-$10,$8-$10,Yes,$20-$50,Yes,2,30.0
EP8lO4,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
g5Wqll,$20-$40,$4-$6,$6-$8,Yes,"More than $1,000",Yes,2,30.0
8djL45,$20-$40,$8-$10,$6-$8,No,$100-$300,Yes,2,30.0
VZoPrv,,$4-$6,$4-$6,No,"More than $1,000",Yes,,
rl2oD5,$40-$60,$6-$8,$8-$10,No,$100-$300,Yes,3,50.0
XeO40z,>$100,$15-$20,$15-$20,No,"More than $1,000",Yes,6,110.0
oAl26X,$60-$80,$8-$10,$10-$15,No,$500-$1000,Yes,4,70.0
DV07Bp,,,,,,,,
NA87DN,$80-$100,$10-$15,$15-$20,Yes,$50-$100,Yes,5,90.0
MA8Ezl,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
5dE9DN,$20-$40,$2-$4,,,$20-$50,Yes,2,30.0
jBGlx4,$20-$40,$4-$6,$4-$6,Yes,$100-$300,Yes,2,30.0
blNWNg,,,,,,,,
GrYRLk,$40-$60,$4-$6,$6-$8,Yes,$100-$300,No,3,50.0
GrYR0k,$40-$60,$10-$15,$10-$15,Yes,$300-$500,Yes,3,50.0
MA8EAk,,,,,,,,
OA8787,$40-$60,$8-$10,$8-$10,Yes,Less than $20,Yes,3,50.0
24OKL9,$20-$40,$8-$10,$8-$10,No,$100-$300,Yes,2,30.0
pL4D9E,,,,,,,,
VZozlM,<$20,$6-$8,$10-$15,No,Less than $20,Yes,1,10.0
vNqPqv,$20-$40,$8-$10,$8-$10,No,$300-$500,Yes,2,30.0
kYONrJ,$40-$60,$6-$8,$6-$8,Yes,"More than $1,000",Yes,3,50.0
aBZ2lE,$60-$80,$6-$8,$10-$15,No,"More than $1,000",Yes,4,70.0
BG8xbQ,$20-$40,$8-$10,More than $20,No,$300-$500,Yes,2,30.0
AlWB5N,$40-$60,More than $20,More than $20,Yes,"More than $1,000",Yes,3,50.0
DV076l,,,,,,,,
Rz8D9K,$20-$40,$6-$8,$10-$15,No,$100-$300,Yes,2,30.0
jBGl1a,$40-$60,$6-$8,$8-$10,Yes,$50-$100,Yes,3,50.0
AlWB1D,$60-$80,$8-$10,$15-$20,No,$500-$1000,Yes,4,70.0
24OK29,$20-$40,$10-$15,More than $20,No,$100-$300,Yes,2,30.0
24OPPA,,,,,,,,
g5WGdN,<$20,$4-$6,$6-$8,Yes,$50-$100,Yes,1,10.0
7d4xXA,$20-$40,More than $20,More than $20,Yes,$100-$300,Yes,2,30.0
ZdPaNA,$20-$40,$6-$8,$10-$15,Yes,$100-$300,Yes,2,30.0
ZdPadA,<$20,$6-$8,$6-$8,No,$20-$50,Yes,1,10.0
eB9R6J,$60-$80,$8-$10,$8-$10,No,$500-$1000,Yes,4,70.0
VZoJ4g,$80-$100,$6-$8,$4-$6,Yes,"More than $1,000",Yes,5,90.0
ZdPaGe,<$20,$8-$10,More than $20,No,$100-$300,Yes,1,10.0
zKWYR1,$40-$60,$4-$6,$4-$6,Yes,$100-$300,Yes,3,50.0
1rGV6p,$20-$40,$10-$15,$15-$20,Yes,$300-$500,Yes,2,30.0
BG87r1,<$20,$6-$8,$6-$8,No,Less than $20,Yes,1,10.0
PA8OJ0,$20-$40,$6-$8,$10-$15,No,$100-$300,Yes,2,30.0
QA8V6X,$60-$80,$4-$6,$4-$6,Yes,"More than $1,000",Yes,4,70.0
WAlzbQ,$40-$60,$10-$15,$10-$15,Yes,$100-$300,Yes,3,50.0
vNqyev,$40-$60,$6-$8,$8-$10,No,Less than $20,Yes,3,50.0
aBZY5v,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
8djQeY,$40-$60,$4-$6,$4-$6,Yes,$300-$500,Yes,3,50.0
9d2D11,<$20,$8-$10,$8-$10,No,$100-$300,Yes,1,10.0
PA8595,$20-$40,$6-$8,$6-$8,Yes,"More than $1,000",Yes,2,30.0
XeOWRe,$60-$80,$8-$10,$4-$6,Yes,$300-$500,Yes,4,70.0
qbjAN9,,,,,,,,
42PxP5,$40-$60,$6-$8,$10-$15,Yes,"More than $1,000",Yes,3,50.0
oAlMgx,$20-$40,$8-$10,More than $20,Yes,"More than $1,000",Yes,2,30.0
lNVdxp,,,,,,,,
6dr2Be,$20-$40,$8-$10,$8-$10,Yes,$100-$300,No,2,30.0
42PxMB,$20-$40,$6-$8,,No,"More than $1,000",Yes,2,30.0
0Eo6NQ,,,,,,,,
zKWDg0,$20-$40,$6-$8,$8-$10,Yes,$500-$1000,Yes,2,30.0
6dr2lO,<$20,$8-$10,$8-$10,Yes,Less than $20,Yes,1,10.0
EP8WgN,$20-$40,$6-$8,$4-$6,Yes,$300-$500,Yes,2,30.0
Ld5WAz,<$20,$6-$8,$6-$8,Yes,$50-$100,No,1,10.0
MA8bXl,,,,,,,,
jBGQK9,$20-$40,$8-$10,$15-$20,No,"More than $1,000",Yes,2,30.0
7d4Ng6,<$20,$4-$6,$6-$8,Yes,Less than $20,Yes,1,10.0
NA86q0,$40-$60,$6-$8,$2-$4,Yes,$100-$300,Yes,3,50.0
Rz80oj,,,,,,,,
GrYz6e,,,,Yes,,,,
rl2AgR,$20-$40,$6-$8,$8-$10,No,$20-$50,Yes,2,30.0
NA86AB,$40-$60,$8-$10,$4-$6,Yes,$20-$50,Yes,3,50.0
24Oeej,$20-$40,$8-$10,$4-$6,No,$100-$300,Yes,2,30.0
DV0Nvb,,,,,,,,
zKWD61,$20-$40,$6-$8,$6-$8,Yes,$50-$100,Yes,2,30.0
Ld5b5O,$60-$80,$8-$10,$10-$15,No,$300-$500,Yes,4,70.0
24OerL,$40-$60,$8-$10,$8-$10,Yes,"More than $1,000",Yes,3,50.0
QA8DA8,$60-$80,More than $20,$8-$10,Yes,$300-$500,Yes,4,70.0
Rz80VP,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
AlWd4N,$20-$40,$8-$10,$10-$15,No,$500-$1000,Yes,2,30.0
8djKEr,$60-$80,$10-$15,$10-$15,Yes,"More than $1,000",Yes,4,70.0
24OeoM,<$20,$2-$4,$2-$4,No,Less than $20,Yes,1,10.0
yle6oW,$60-$80,$8-$10,$8-$10,Yes,$100-$300,Yes,4,70.0
NA8oKO,$80-$100,$6-$8,$8-$10,Yes,$100-$300,Yes,5,90.0
5dEzOQ,$80-$100,$10-$15,More than $20,Yes,"More than $1,000",Yes,5,90.0
0Eox59,$60-$80,$8-$10,$8-$10,Yes,"More than $1,000",Yes,4,70.0
Rz80kv,$40-$60,$8-$10,$10-$15,Yes,$500-$1000,Yes,3,50.0
7d4WYR,$40-$60,$6-$8,$6-$8,Yes,$300-$500,Yes,3,50.0
oAlyxN,$40-$60,$6-$8,$4-$6,Yes,$100-$300,Yes,3,50.0
OA8zZg,$60-$80,$10-$15,$4-$6,No,$500-$1000,Yes,4,70.0
1rGlOb,$20-$40,$6-$8,$10-$15,No,"More than $1,000",Yes,2,30.0
OA8zpp,,,,,,,,
GrYz2j,$60-$80,$10-$15,More than $20,Yes,"More than $1,000",Yes,4,70.0
PA8Add,$40-$60,$10-$15,More than $20,No,$300-$500,Yes,3,50.0
dYQ6Jo,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
aBZBNE,$60-$80,$6-$8,$2-$4,Yes,$100-$300,Yes,4,70.0
jBGB6Y,$40-$60,More than $20,$2-$4,No,$500-$1000,Yes,3,50.0
ylelXW,$40-$60,$4-$6,$8-$10,No,$300-$500,Yes,3,50.0
AlWdeD,<$20,$4-$6,$2-$4,Yes,Less than $20,Yes,1,10.0
VZoZYg,,,,,,,,
ylelvg,$80-$100,$8-$10,$4-$6,Yes,$500-$1000,Yes,5,90.0
VZoZvv,<$20,$6-$8,$6-$8,No,Less than $20,Yes,1,10.0
qbjbj7,<$20,$8-$10,$10-$15,No,$100-$300,Yes,1,10.0
Rz8zrp,<$20,$2-$4,$6-$8,Yes,Less than $20,Yes,1,10.0
oAlALb,$20-$40,$4-$6,$4-$6,No,$500-$1000,Yes,2,30.0
ylelyX,$60-$80,$8-$10,$10-$15,No,"More than $1,000",Yes,4,70.0
42P20r,$40-$60,$10-$15,$10-$15,No,"More than $1,000",Yes,3,50.0
1rGVNl,$20-$40,$10-$15,More than $20,No,$100-$300,Yes,2,30.0
ylelbd,$20-$40,$8-$10,$8-$10,No,$20-$50,Yes,2,30.0
YZVORq,$40-$60,$10-$15,More than $20,Yes,"More than $1,000",Yes,3,50.0
24OkKb,>$100,$15-$20,$6-$8,No,$50-$100,Yes,6,110.0
ZdPV6A,,$8-$10,$8-$10,No,$300-$500,Yes,,
jBGM04,,,,,,,,
0EoMMA,,,,,,,,
dYQAjr,$40-$60,$10-$15,Less than $2,No,"More than $1,000",Yes,3,50.0
YZVOYN,$80-$100,$10-$15,More than $20,Yes,$50-$100,Yes,5,90.0
rl2Kql,,,,,Less than $20,,,
DV010Z,$60-$80,$8-$10,$15-$20,Yes,$500-$1000,Yes,4,70.0
KM8oBX,$80-$100,$4-$6,$4-$6,Yes,"More than $1,000",Yes,5,90.0
g5WA1N,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
8djkWx,$40-$60,$6-$8,$6-$8,Yes,"More than $1,000",Yes,3,50.0
GrY142,$20-$40,$8-$10,$4-$6,Yes,Less than $20,Yes,2,30.0
Ld5GRl,$80-$100,$8-$10,$6-$8,Yes,"More than $1,000",Yes,5,90.0
PA8Exx,$40-$60,$8-$10,$4-$6,No,"More than $1,000",Yes,3,50.0
7d4ZRR,$20-$40,$8-$10,$15-$20,,$100-$300,Yes,2,30.0
xd9ZYo,,,,,,,,
GrY1GO,,,,,,,,
0EoPBN,$20-$40,$8-$10,$8-$10,No,$300-$500,Yes,2,30.0
eB9EEo,$40-$60,More than $20,More than $20,Yes,$100-$300,Yes,3,50.0
24OrLb,<$20,Less than $2,$4-$6,No,$300-$500,Yes,1,10.0
YZVdVv,<$20,$6-$8,$6-$8,Yes,Less than $20,Yes,1,10.0
PA80Pe,,,,,,,,
J280BR,$40-$60,$8-$10,$10-$15,Yes,"More than $1,000",Yes,3,50.0
oAlO1e,$40-$60,$4-$6,$6-$8,Yes,$300-$500,Yes,3,50.0
zKWe98,,,,,,,,
xd9Z7o,>$100,More than $20,More than $20,Yes,$500-$1000,Yes,6,110.0
yleDb4,$40-$60,$6-$8,$6-$8,No,$500-$1000,Yes,3,50.0
7d4NML,$40-$60,$15-$20,$15-$20,Yes,$100-$300,Yes,3,50.0
24Or0b,,,,,,,,
QA80QA,$40-$60,$8-$10,$4-$6,Yes,"More than $1,000",Yes,3,50.0
KM80XK,$40-$60,$8-$10,More than $20,Yes,$300-$500,Yes,3,50.0
8djGNl,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
oAlOxx,$20-$40,$6-$8,$15-$20,Yes,$300-$500,Yes,2,30.0
oAloDO,<$20,$10-$15,$15-$20,Yes,Less than $20,Yes,1,10.0
OA80vA,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
Rz8L7Q,$60-$80,$4-$6,$4-$6,Yes,$300-$500,Yes,4,70.0
0EoLb0,$60-$80,$6-$8,$10-$15,Yes,$100-$300,Yes,4,70.0
GrYLqQ,$20-$40,$4-$6,$6-$8,No,$100-$300,Yes,2,30.0
KM8Lgg,,,,,,,,
zKWJ7k,$40-$60,$8-$10,$8-$10,Yes,$100-$300,Yes,3,50.0
dYQjYd,$60-$80,$10-$15,$8-$10,Yes,"More than $1,000",Yes,4,70.0
AlWDde,$20-$40,$10-$15,More than $20,Yes,$500-$1000,Yes,2,30.0
WAlYYN,<$20,$8-$10,$6-$8,Yes,Less than $20,Yes,1,10.0
5dEvMP,$40-$60,$6-$8,$4-$6,Yes,$100-$300,Yes,3,50.0
YZVYvz,,,,,,,,
dYQjpN,$40-$60,$10-$15,More than $20,Yes,$500-$1000,Yes,3,50.0
EP8Dr2,<$20,$8-$10,$10-$15,Yes,$300-$500,Yes,1,10.0
NA8Y1O,,,,,,,,
OA8Yxa,<$20,$6-$8,$8-$10,No,"More than $1,000",Yes,1,10.0
42PveX,,,,,,,,
eB92Gx,$40-$60,$8-$10,$6-$8,Yes,$50-$100,Yes,3,50.0
GrYDNp,$40-$60,$6-$8,$6-$8,No,$100-$300,Yes,3,50.0
oAldrV,,,,No,,,,
NA8Yvp,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
kYOWV1,$40-$60,$8-$10,$4-$6,No,$500-$1000,Yes,3,50.0
qbjKvY,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
DV0JEj,>$100,$6-$8,$10-$15,Yes,$100-$300,Yes,6,110.0
pL472P,$20-$40,$8-$10,$10-$15,Yes,"More than $1,000",Yes,2,30.0
yleEB8,$20-$40,$10-$15,$10-$15,No,$500-$1000,Yes,2,30.0
42PoWY,$20-$40,$6-$8,$6-$8,No,"More than $1,000",Yes,2,30.0
0Eo8pZ,$40-$60,$10-$15,More than $20,Yes,$100-$300,Yes,3,50.0
NA805j,$20-$40,$4-$6,$6-$8,No,"More than $1,000",Yes,2,30.0
jBG96E,,,,,,,,
zKWQja,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
42PN8B,$40-$60,$8-$10,$8-$10,Yes,$300-$500,Yes,3,50.0
42PN2B,$20-$40,$6-$8,$6-$8,Yes,$500-$1000,Yes,2,30.0
GrYBJQ,$20-$40,$6-$8,$8-$10,Yes,$50-$100,Yes,2,30.0
WAlpBj,,,,,,,,
VZo1bM,>$100,$8-$10,$8-$10,Yes,$300-$500,Yes,6,110.0
EP8bar,$20-$40,$6-$8,$10-$15,Yes,$500-$1000,Yes,2,30.0
8djpW5,$20-$40,$8-$10,$8-$10,No,$50-$100,Yes,2,30.0
kYORko,$40-$60,$6-$8,$6-$8,No,$50-$100,Yes,3,50.0
VZo1BJ,$80-$100,$8-$10,$8-$10,Yes,$300-$500,Yes,5,90.0
J28kGo,$20-$40,$6-$8,More than $20,Yes,$100-$300,Yes,2,30.0
vNqxbv,$40-$60,$15-$20,More than $20,Yes,"More than $1,000",Yes,3,50.0
vNqxp0,$20-$40,$8-$10,$10-$15,Yes,$300-$500,Yes,2,30.0
AlWbko,$80-$100,$15-$20,$6-$8,No,$500-$1000,Yes,5,90.0
0EojW0,>$100,$8-$10,$10-$15,Yes,$500-$1000,Yes,6,110.0
VZo1el,$80-$100,$6-$8,$6-$8,Yes,$500-$1000,Yes,5,90.0
lNVlPX,$40-$60,$8-$10,$8-$10,No,$100-$300,Yes,3,50.0
Ld5MLO,$20-$40,$6-$8,$6-$8,Yes,Less than $20,No,2,30.0
aBZjQZ,,More than $20,More than $20,Yes,"More than $1,000",Yes,,
XeOBKz,$40-$60,$6-$8,$8-$10,No,$500-$1000,Yes,3,50.0
xd90dy,$40-$60,$8-$10,More than $20,No,"More than $1,000",Yes,3,50.0
jBG0la,$40-$60,$6-$8,$8-$10,Yes,$20-$50,Yes,3,50.0
vNq0Xl,<$20,$2-$4,$2-$4,Yes,$100-$300,Yes,1,10.0
XeORJY,$40-$60,More than $20,More than $20,Yes,"More than $1,000",Yes,3,50.0
6dr1OO,$80-$100,$8-$10,$8-$10,No,Less than $20,Yes,5,90.0
GrYoqQ,$40-$60,$4-$6,$4-$6,Yes,$300-$500,Yes,3,50.0
VZo946,$20-$40,$6-$8,$8-$10,No,$500-$1000,Yes,2,30.0
1rGbOg,$20-$40,$8-$10,$15-$20,Yes,$300-$500,Yes,2,30.0
AlW6Nz,$60-$80,$8-$10,$10-$15,Yes,$300-$500,Yes,4,70.0
eB9Nlk,$40-$60,$10-$15,$15-$20,No,$300-$500,Yes,3,50.0
Rz8Z7p,,,,,,,,
PA82QV,$40-$60,$8-$10,$15-$20,No,$50-$100,Yes,3,50.0
VZo91E,$20-$40,$6-$8,$10-$15,Yes,$50-$100,Yes,2,30.0
J288qz,$40-$60,$8-$10,$8-$10,Yes,$300-$500,No,3,50.0
Rz88xv,$20-$40,$10-$15,$15-$20,Yes,Less than $20,Yes,2,30.0
24OOAe,$20-$40,$6-$8,$4-$6,Yes,$50-$100,Yes,2,30.0
6drrRk,,,,,,,,
xd99Ny,$40-$60,$6-$8,$15-$20,No,"More than $1,000",Yes,3,50.0
J288B7,,,,,,,,
DV00VZ,$40-$60,$10-$15,More than $20,No,$500-$1000,Yes,3,50.0
MA88WM,,,,,,,,
vNqq14,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
xd99Gr,$40-$60,$10-$15,$4-$6,No,$50-$100,Yes,3,50.0
7d4JOR,$20-$40,$10-$15,More than $20,No,"More than $1,000",Yes,2,30.0
5dE89b,$40-$60,$6-$8,$10-$15,Yes,$300-$500,Yes,3,50.0
VZovVj,<$20,$4-$6,$8-$10,No,Less than $20,Yes,1,10.0
oAlKke,,More than $20,$15-$20,No,$300-$500,Yes,,
42PAoA,$40-$60,$6-$8,$8-$10,Yes,$50-$100,Yes,3,50.0
YZVpBz,<$20,$6-$8,$8-$10,Yes,$50-$100,Yes,1,10.0
WAlD0e,$20-$40,,,,,,2,30.0
aBZAYE,$40-$60,$6-$8,$6-$8,No,$100-$300,Yes,3,50.0
5dEeb6,$80-$100,$8-$10,$8-$10,Yes,"More than $1,000",Yes,5,90.0
aBZK8b,$80-$100,$8-$10,$8-$10,Yes,"More than $1,000",Yes,5,90.0
7d4aDz,$20-$40,$4-$6,$6-$8,Yes,"More than $1,000",Yes,2,30.0
xd9R4v,,,,,,,,
zKWGyq,<$20,$4-$6,$4-$6,Yes,$20-$50,Yes,1,10.0
aBZAD2,>$100,$10-$15,$15-$20,No,$100-$300,Yes,6,110.0
BG8jLe,$40-$60,$4-$6,$6-$8,Yes,$300-$500,Yes,3,50.0
6drWyB,$20-$40,$6-$8,$6-$8,Yes,Less than $20,Yes,2,30.0
NA8Mj0,$20-$40,$6-$8,,No,"More than $1,000",Yes,2,30.0
GrYq4p,$20-$40,$6-$8,$6-$8,Yes,Less than $20,Yes,2,30.0
aBZAWW,$60-$80,$8-$10,$4-$6,No,$300-$500,No,4,70.0
jBGkaJ,<$20,$6-$8,$6-$8,No,Less than $20,Yes,1,10.0
8djRol,$20-$40,$10-$15,$10-$15,No,Less than $20,Yes,2,30.0
g5WkQK,$60-$80,$10-$15,$10-$15,Yes,"More than $1,000",Yes,4,70.0
vNqdzg,$20-$40,$6-$8,$4-$6,No,$300-$500,Yes,2,30.0
PA8GWe,$40-$60,$8-$10,$10-$15,No,$300-$500,Yes,3,50.0
zKWLyk,$60-$80,$8-$10,More than $20,Yes,$300-$500,Yes,4,70.0
eB9v7O,$20-$40,$6-$8,$4-$6,No,$300-$500,Yes,2,30.0
YZVkOB,$20-$40,$6-$8,$4-$6,Yes,$50-$100,Yes,2,30.0
blNvR1,$20-$40,$6-$8,$6-$8,No,"More than $1,000",Yes,2,30.0
lNVvz6,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
QA8kPp,$20-$40,$6-$8,$6-$8,Yes,"More than $1,000",Yes,2,30.0
0EoaXN,$60-$80,$15-$20,$15-$20,Yes,$500-$1000,Yes,4,70.0
9d24ZK,$20-$40,$15-$20,$15-$20,No,$500-$1000,Yes,2,30.0
24O70L,<$20,$6-$8,$6-$8,No,$50-$100,Yes,1,10.0
lNVv5V,<$20,$4-$6,$4-$6,Yes,"More than $1,000",Yes,1,10.0
