submission_id,age,gender,education_level,employment_status,number_children,work_from_home,cups_per_day,where_drink,brew_methods,purchase_locations,favorite_drink,preferred_style,preferred_strength,preferred_roast_level,caffeine_preference,expertise,likes_coffee_taste,knows_coffee_source,expertise_segment,expertise_segment_order,monthly_coffee_spend,monthly_spend_band_order,estimated_monthly_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,is_premium_customer,preferred_abc,preferred_a_or_d,preferred_overall
WAeaYN,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I do a mix of both,2,"At home, At the office, On the go","Pour over, Espresso","Specialty coffee shop, Local cafe",Cortado,Fruity,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,More than $20,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
421lqd,25-34 years old,Male,Master's degree,Employed full-time,1,I do a mix of both,3,"At home, At a cafe, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee)","Local cafe, Specialty coffee shop",Pourover,Fruity,Medium,Nordic,Full caffeine,5.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$10-$15,$15-$20,No,$300-$500,Yes,0,Coffee A,Coffee A,Coffee A
KMPrWM,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,1,At home,Pour over,,Mocha,Fruity,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$6-$8,$10-$15,No,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
NA42jj,35-44 years old,Non-binary,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Other",,Regular drip coffee,Fruity,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$10-$15,Yes,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
5dlaPZ,35-44 years old,Female,Master's degree,Employed full-time,,I primarily work in person,1,At the office,,,Cappuccino,Bold,Somewhat strong,Dark,Full caffeine,2.0,Yes,No,Beginner,1,<$20,1.0,10.0,$6-$8,$8-$10,Yes,Less than $20,Yes,0,Coffee C,Coffee D,Coffee C
1rbQLl,35-44 years old,Male,Bachelor's degree,Employed full-time,3,I primarily work from home,3,"At home, At a cafe","Pour over, Espresso",,Pourover,Sweet,Somewhat strong,Nordic,Full caffeine,8.0,Yes,Yes,Advanced,3,$80-$100,5.0,90.0,$15-$20,$15-$20,No,"More than $1,000",Yes,1,Coffee A,Coffee A,Coffee A
VZ9WWj,25-34 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work in person,2,"At home, At the office, On the go","Pour over, Cold brew","National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",Pourover,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,<$20,1.0,10.0,$8-$10,$10-$15,No,$100-$300,Yes,0,Coffee C,Coffee A,Coffee C
J2VE7o,35-44 years old,Male,Master's degree,Employed full-time,,I do a mix of both,3,"At home, At a cafe",Pour over,,Pourover,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$10-$15,Yes,$500-$1000,No,0,Coffee A,Coffee D,Coffee D
pL0prV,35-44 years old,Female,Bachelor's degree,Employed part-time,3,I primarily work in person,Less than 1,"At a cafe, At home",Pour over,,Blended drink (e.g. Frappuccino),Sweet,Somewhat strong,Light,Full caffeine,5.0,Yes,No,Intermediate,2,<$20,1.0,10.0,$4-$6,$4-$6,No,Less than $20,Yes,0,Coffee A,Coffee A,Coffee A
8dJ4kr,25-34 years old,,,,,,3,At home,Pour over,,Regular drip coffee,Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,,,Intermediate,2,,,,,,,,,0,,,
8dJbO5,45-54 years old,Female,Master's degree,Employed full-time,,I primarily work from home,1,At home,Pour over,,Pourover,Nutty,Somewhat strong,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$4-$6,$8-$10,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
BGLWAQ,18-24 years old,,,,,,Less than 1,At a cafe,,,Pourover,,,,,,,,Unknown,5,,,,,,,,,0,,,
MArpbE,45-54 years old,Male,Master's degree,Employed full-time,,I primarily work from home,4,At home,Other,,Espresso,Bold,Very strong,Dark,Full caffeine,5.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$8-$10,$8-$10,Yes,$50-$100,Yes,0,Coffee C,Coffee A,Coffee C
EPB7JB,35-44 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Espresso",,Pourover,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$8-$10,No,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
bl2QVo,18-24 years old,Male,Master's degree,Employed full-time,,I do a mix of both,2,"At home, At the office",French press,,Pourover,Caramalized,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$10-$15,$10-$15,Yes,$50-$100,Yes,0,Coffee B,Coffee A,Coffee B
1rbogO,35-44 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Espresso",,Pourover,Bright,Somewhat strong,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$10-$15,More than $20,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
ZdGrXv,25-34 years old,Male,Master's degree,Employed full-time,,I do a mix of both,1,"At the office, At home","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other",,Pourover,Floral,Medium,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$8-$10,$15-$20,Yes,$300-$500,Yes,0,Coffee B,Coffee D,Coffee D
5dlP0b,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,3,"At home, On the go, At a cafe","Pour over, Espresso, Cold brew, French press",Specialty coffee shop,Pourover,Fruity,Very strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,$10-$15,Yes,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
yl0574,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,"At home, At the office",Pour over,,Cappuccino,Juicy,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$6-$8,$8-$10,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee C
7dJYrL,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,3,At home,"Pour over, Espresso",,Pourover,Fruity,Somewhat strong,Light,Full caffeine,9.0,Yes,Yes,Expert,4,<$20,1.0,10.0,$10-$15,$10-$15,No,"More than $1,000",Yes,0,Coffee A,Coffee D,Coffee D
pL0p0B,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,Less than 1,At a cafe,,,Latte,Nutty,Weak,Light,Decaf,2.0,Yes,No,Beginner,1,$40-$60,3.0,50.0,$10-$15,$10-$15,Yes,Less than $20,No,0,Coffee A,Coffee A,Coffee A
NA41kO,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,1,At home,"Espresso, Pour over",,Espresso,Juicy,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$10-$15,No,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee A
RzZ9Md,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, At the office","Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",,Regular drip coffee,Bold,Very strong,Dark,Full caffeine,6.0,Yes,Yes,Intermediate,2,$80-$100,5.0,90.0,$10-$15,$15-$20,Yes,$300-$500,Yes,0,Coffee C,Coffee A,Coffee C
EPBVEB,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Other,,Regular drip coffee,Fruity,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$8-$10,$10-$15,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee D
LdE2P1,35-44 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work in person,2,At the office,,,Espresso,Full Bodied,Very strong,Medium,Decaf,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,More than $20,Yes,$300-$500,Yes,0,Coffee C,Coffee A,Coffee C
1rbav4,35-44 years old,Female,Master's degree,Employed full-time,1,I primarily work in person,2,"At home, At a cafe",Espresso,,Americano,Nutty,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$80-$100,5.0,90.0,$8-$10,$10-$15,Yes,"More than $1,000",Yes,1,Coffee A,Coffee A,Coffee A
YZoAkW,45-54 years old,,,,,,2,At home,Bean-to-cup machine,,Espresso,Bold,Somewhat strong,Dark,Full caffeine,4.0,,,Intermediate,2,,,,,,,,,0,,,
zK06rZ,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,"At home, On the go, At the office","Espresso, Other","National chain (e.g. Starbucks, Dunkin)",Mocha,Bright,Medium,Blonde,Full caffeine,6.0,Yes,No,Intermediate,2,,,,$4-$6,$6-$8,Yes,$500-$1000,Yes,0,Coffee A,Coffee A,Coffee A
qbYlJg,35-44 years old,Female,Master's degree,Unemployed,,I primarily work from home,1,"At home, On the go","Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Pour over",Specialty coffee shop,Iced coffee,Bold,Very strong,Dark,Full caffeine,3.0,Yes,No,Beginner,1,$60-$80,4.0,70.0,$10-$15,$8-$10,No,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
24b6lD,25-34 years old,Female,Bachelor's degree,Unemployed,2,I primarily work from home,3,At home,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",,Latte,Caramalized,Medium,Light,Full caffeine,3.0,Yes,Yes,Beginner,1,$60-$80,4.0,70.0,$10-$15,$10-$15,Yes,$50-$100,Yes,0,Coffee B,Coffee A,Coffee D
YZolB0,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,Less than 1,"At home, At a cafe",Pour over,,Pourover,Fruity,Somewhat strong,Light,Full caffeine,4.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$6-$8,More than $20,No,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
WAe71v,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work in person,1,At home,Other,,Cortado,Full Bodied,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
5dlAod,35-44 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,Pourover,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$10-$15,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee C
J2V4BR,35-44 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,1,"At home, At the office","Coffee brewing machine (e.g. Mr. Coffee), Pour over",,Cappuccino,Chocolatey,Medium,Dark,Full caffeine,1.0,Yes,Yes,Beginner,1,$40-$60,3.0,50.0,$8-$10,$10-$15,Yes,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
6d1Bx5,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,"Espresso, French press, Other",,Cortado,Fruity,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$8-$10,No,"More than $1,000",No,0,Coffee B,Coffee D,Coffee D
aBjMgv,18-24 years old,Male,Master's degree,Employed full-time,,I do a mix of both,1,At home,Espresso,,Latte,Full Bodied,Medium,Medium,Full caffeine,6.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$4-$6,$6-$8,No,$100-$300,Yes,0,Coffee B,Coffee A,Coffee C
LdE2B1,35-44 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work in person,More than 4,"At home, At the office, On the go",Coffee brewing machine (e.g. Mr. Coffee),"National chain (e.g. Starbucks, Dunkin)",Americano,Bright,Very strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,>$100,6.0,110.0,$10-$15,More than $20,Yes,$20-$50,Yes,0,Coffee B,Coffee A,Coffee B
GroPMQ,25-34 years old,Male,Doctorate or professional degree,Employed full-time,,I do a mix of both,2,"At the office, At home, At a cafe, On the go","Pour over, Espresso","Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Pourover,Fruity,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,$10-$15,Yes,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
8dJlOk,35-44 years old,Female,Some college or associate's degree,Homemaker,,I primarily work from home,1,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,Regular drip coffee,Chocolatey,Somewhat light,Medium,Full caffeine,3.0,Yes,Yes,Beginner,1,$40-$60,3.0,50.0,$8-$10,$10-$15,Yes,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee C
421be5,25-34 years old,,,,,,1,On the go,,"National chain (e.g. Starbucks, Dunkin)",Latte,Caramalized,Medium,Medium,Full caffeine,1.0,,,Beginner,1,,,,,,,,,0,Coffee A,Coffee D,Coffee D
yl0aKd,45-54 years old,Male,Doctorate or professional degree,Employed full-time,,I primarily work from home,1,At home,"Pour over, Other",,Cortado,Caramalized,Medium,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$80-$100,5.0,90.0,$8-$10,$10-$15,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
NA4Zep,45-54 years old,,,,,,3,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,Cortado,Sweet,Medium,Medium,Full caffeine,7.0,,,Advanced,3,,,,,,,,,0,Coffee B,Coffee A,Coffee C
LdE2AJ,35-44 years old,Male,Bachelor's degree,Employed full-time,2,I primarily work from home,1,At home,"Pour over, French press, Instant coffee, Other",,Pourover,Fruity,Somewhat strong,Light,Full caffeine,5.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$4-$6,$6-$8,Yes,$100-$300,Yes,0,Coffee C,Coffee A,Coffee C
ZdG7oB,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work in person,3,"At home, At a cafe","Pour over, Espresso",,Cortado,Bright,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$80-$100,5.0,90.0,$10-$15,More than $20,Yes,"More than $1,000",Yes,1,Coffee B,Coffee D,Coffee D
OAj2QY,35-44 years old,Female,Some college or associate's degree,Employed full-time,,I do a mix of both,1,"At the office, At home","Pod/capsule machine (e.g. Keurig/Nespresso), French press",,Other,Bold,Somewhat strong,Medium,Full caffeine,3.0,Yes,No,Beginner,1,$20-$40,2.0,30.0,$4-$6,$4-$6,No,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
QAxZKY,55-64 years old,Female,Master's degree,Retired,More than 3,I primarily work from home,2,"At home, On the go",Coffee brewing machine (e.g. Mr. Coffee),"Drive-thru, National chain (e.g. Starbucks, Dunkin)",Latte,Sweet,Somewhat light,Blonde,Full caffeine,2.0,Yes,No,Beginner,1,$20-$40,2.0,30.0,$6-$8,$6-$8,No,Less than $20,No,0,Coffee B,Coffee A,Coffee B
VZ9eEj,25-34 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work in person,2,"At home, At the office, At a cafe",French press,,Espresso,Full Bodied,Somewhat strong,Medium,Full caffeine,4.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$8-$10,More than $20,Yes,$300-$500,Yes,0,Coffee A,Coffee A,Coffee A
QAxZoX,25-34 years old,Male,Some college or associate's degree,Student,,I primarily work from home,1,"At home, At a cafe","Pour over, French press, Cold brew",,Pourover,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$8-$10,No,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee D
24bWa9,18-24 years old,Male,Bachelor's degree,Unemployed,,I primarily work in person,2,At home,Pour over,,Pourover,Fruity,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee D
RzZNGK,>65 years old,Male,Doctorate or professional degree,Retired,2,,2,At home,"Pour over, Espresso",,Other,Chocolatey,Very strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,$15-$20,Yes,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
kY0o0j,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,"At home, On the go, At a cafe",Pour over,Specialty coffee shop,Pourover,Floral,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$10-$15,More than $20,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
EPBO42,25-34 years old,Male,Master's degree,Employed full-time,,I do a mix of both,2,"At the office, At home","Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)",,Iced coffee,Full Bodied,Somewhat strong,Medium,Full caffeine,3.0,Yes,Yes,Beginner,1,$40-$60,3.0,50.0,$6-$8,$6-$8,No,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
LdErgl,35-44 years old,Female,Doctorate or professional degree,Employed full-time,2,I primarily work from home,4,At home,"Pour over, French press, Espresso",,Americano,Bright,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,>$100,6.0,110.0,$6-$8,$6-$8,No,"More than $1,000",Yes,1,Coffee B,Coffee D,Coffee D
NA4j2B,55-64 years old,,,,,,3,"At home, At the office",Pod/capsule machine (e.g. Keurig/Nespresso),,Espresso,Juicy,Very strong,Medium,Full caffeine,5.0,,,Intermediate,2,,,,,,,,,0,,,
dYZM4K,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Pour over,,Pourover,Fruity,Somewhat light,Light,Full caffeine,9.0,Yes,Yes,Expert,4,$40-$60,3.0,50.0,$6-$8,More than $20,No,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee C
4216Gr,35-44 years old,Female,Master's degree,Employed full-time,,I primarily work from home,1,At home,Bean-to-cup machine,,Latte,Bright,Medium,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$10-$15,Yes,$500-$1000,Yes,0,Coffee A,Coffee A,Coffee A
OAj2P8,25-34 years old,Female,Master's degree,Employed full-time,,I primarily work from home,2,At home,"Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)",,Latte,Bold,Somewhat strong,Medium,Full caffeine,2.0,Yes,No,Beginner,1,$40-$60,3.0,50.0,$6-$8,$8-$10,No,$100-$300,Yes,0,Coffee B,Coffee A,Coffee B
g5Ql6l,35-44 years old,Female,Bachelor's degree,Unemployed,,I primarily work from home,Less than 1,At home,Coffee brewing machine (e.g. Mr. Coffee),,Mocha,Sweet,Medium,Medium,Full caffeine,3.0,Yes,Yes,Beginner,1,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$300-$500,Yes,0,Coffee C,Coffee D,Coffee C
1rbQAL,55-64 years old,Female,Bachelor's degree,Employed full-time,3,I do a mix of both,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,Pourover,Full Bodied,Somewhat strong,Dark,Full caffeine,4.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,No,$100-$300,Yes,0,Coffee A,Coffee A,Coffee A
PA2xLe,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,1,"At home, At the office","French press, Other",,Latte,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$20-$50,Yes,0,Coffee C,Coffee D,Coffee C
zK09P8,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,1,"At the office, At home",Pour over,,Pourover,Fruity,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$15-$20,More than $20,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee C
MArW1E,45-54 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work from home,2,"At a cafe, At home","Pour over, French press, Espresso",,Pourover,Sweet,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$6-$8,$2-$4,No,$300-$500,Yes,0,Coffee B,Coffee D,Coffee B
J2VQK7,25-34 years old,Male,Master's degree,Employed full-time,,I do a mix of both,2,"At home, On the go","Pour over, French press","National chain (e.g. Starbucks, Dunkin)",Pourover,Bright,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$8-$10,Yes,$500-$1000,Yes,0,Coffee C,Coffee A,Coffee C
KMPEj7,35-44 years old,Female,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Espresso,,Cortado,Fruity,Very strong,Light,Full caffeine,9.0,Yes,Yes,Expert,4,$60-$80,4.0,70.0,$6-$8,$8-$10,Yes,"More than $1,000",Yes,1,Coffee B,Coffee D,Coffee D
421MJ5,45-54 years old,,,,,,3,At the office,,,Americano,Full Bodied,Somewhat strong,Medium,Full caffeine,6.0,,,Intermediate,2,,,,,,,,,0,,,
zK09M0,25-34 years old,Male,Doctorate or professional degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, French press",,Pourover,Sweet,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$8-$10,No,$100-$300,Yes,0,Coffee A,Coffee A,Coffee A
kY0oQe,35-44 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,"At home, At the office",Pour over,,Pourover,Nutty,Medium,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$10-$15,Yes,$300-$500,Yes,0,Coffee C,Coffee D,Coffee C
J2VQqz,25-34 years old,Male,,,,I do a mix of both,Less than 1,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",,Regular drip coffee,Full Bodied,Somewhat strong,Medium,Half caff,3.0,Yes,No,Beginner,1,<$20,1.0,10.0,$4-$6,$2-$4,No,Less than $20,Yes,0,Coffee C,Coffee A,Coffee C
OAj6lM,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work from home,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,Cappuccino,Fruity,Somewhat strong,Light,Full caffeine,6.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$8-$10,Yes,$50-$100,No,0,Coffee A,Coffee A,Coffee A
YZo1QW,35-44 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work from home,2,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",,Pourover,Juicy,Very strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,>$100,6.0,110.0,More than $20,More than $20,Yes,"More than $1,000",Yes,1,Coffee B,Coffee D,Coffee D
MArWYp,25-34 years old,,,,,,,"At home, At a cafe",Pour over,,Cortado,Sweet,Somewhat light,Light,Full caffeine,4.0,,,Intermediate,2,,,,,,,,,0,,,
ZdGM2V,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,"At home, At the office","Espresso, Instant coffee, Other",,Espresso,Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$6-$8,$6-$8,Yes,$300-$500,Yes,0,Coffee C,Coffee D,Coffee C
pL0QyP,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,At home,"Espresso, Pour over",,Espresso,Fruity,Somewhat strong,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee B
